,replyContent,score,content,thumbsUpCount
1858,,1,"Designed to make our accounts vulnerable : Everything about this app and the bank’s site is designed badly. If we lose the phone or if we have to surrender our phone anywhere, our bank account becomes vulnerable. Even when we go to the bank’s website and login from shared computer. After we press log out twice, the site does not log us out lmao 🤣. It instead goes to survey or some other option with the “before you log out” so users who press log out and walk away from the pc will find that the site didn’t log them out.",0
1859,,1,"Should fire your developers : The reason why Singapore can never become a cashless society is because of stupid unreliable apps like this - I was trying to scan QR code for payment which all along only required Face ID yet this time suddenly out of the blue it prompts me for SMS OTP and digital token setup, what the flying fish imagine if I did not have any spare cash on me?!",0
1860,,1,"Keep asking to setup Digital Token : App keeps prompting for digital token setup despite it being done already. After setting up, the account is locked down for 12 hours, preventing us from doing any transactions that are needed.

To the dev team, shipping buggy code into production is disgraceful. Please try harder.",0
1861,,1,Bill payment : Unable to pay StarHub mobile bill via scanning it’s QR code.,0
1862,,1,Latest updates : After updates to the latest ..there’s this number appear on the apps…tried to find out what it means but couldn’t locate.For other banks that number means have message but POSB didnt mention.Tried all the functions inside the apps but still cannot find…please advice…tks,0
1863,,1,Difficult to use : No direct method of using paynow with qr code. Need to dig before being able to find this function,0
1864,,1,"Sign in ten times to get in once. No consumer support. : Pity, its great when it works. But for 9 out of 10 times you sign in, it crashes within 10 seconds sighting “time out” issues for security. Please fix this.

In addition, when trying to asd recipient for overseas transfer, app registers the swift code but adds “X”s after it that cannot be removed. After entering recipient account and address in next page, throws up an error about swift code not being recognised/registered.

0 consumer support function or contact avenue to troubleshoot or resolve these app errors.",0
1865,,1,Unable to scan QR from my photo library when making payment : Unable to scan QR code from my photo library when making payment through Shopee. Please check.,0
1866,,5,"App Bug : I do not know why. I have tried everything to correct it. but the app has this annoying bug. when i use the scan & pay, i want to upload a photo of a qr code from the photo album, when i press the picture it does not come out. it just goes back to camera mode. super annoyinf i do not know how else to reset this.",0
1867,,1,QR code scanner : Unable to scan your photo library QR code for paynow payment. Used to be able to.  Now you need to have 2 phone. 1 phone for the photo and 1 phone to scan it .,0
1868,,1,Scan & pay issue : Suddenly Unable to select QR code from photo album. It just return to the scan image page.,0
1869,,1,Scan & Pay : There is an issue with scan and pay. I saved the QR code in my album which I needed to pay. When opening up the app and go into scan and pay opening the album using the save photo it couldn’t detect any QR code. Please verify this issue.,0
1870,,1,"CANNOT SCAN QR CODE FROM PHOTO LIBRARY. : Can’t scan QR code from photo library. What am I suppose to do now? Frustrating!!!!
Such lousy app. Always having some sort of issues.",0
1871,,5,"DO NOT ALLOW TO LOGIN : I have been trying to login ,and it always says this service is not available.omg pls I have been trying to get access for a so long and every time y’all do not give service or smth??POSB PUT YURSLEF TGT MATE 😺😺",0
1872,,1,Cannot scan QR code in my photo library. Other days able to. Today cannot. : Can’t scan QR in photo library,0
1873,,1,Damn Fcuking Annoying : The app asks for feedback each time you logout! Damn bloody annoying!,0
1874,,1,App That Doesn’t Work : Always hang! Damn lousy.,0
1875,,5,Keep on prompting to logout after 2 Sec : Frustrated every time I log in 2 Sec the apps prompts me to log out. Can never make any transaction for this apps.wasting my time,0
1876,,2,"Digibank : Till now still can’t access to digibank,can’t pay via QR code or paynow.Asking for password and session timeout.",0
1877,,1,WORSE BANKING APP : IT HAS SO MANY FEATURES BUT SO MANY BUGS ! IT IS DAMN FRUSTRATING WHEN IT KEEPS ON LOGGING OUT BY ITSELF AND RESTARTING,0
1878,,4,"Posb/DBS app unable to launch : Worse ever service I recent from posb/dbs after so many years. App unable to launch on 24/11/2020 after update iOS ver to 14.2 and till now nothing been done after numerous call in. No follow up and nothing from you guys. Wake up your idea and start solving this 

App is not compatible with iOS 14.2 and stop deceiving user that your app is compatible with iOS 9.0 and higher",0
1879,,2,Ver 7.7.004 forced update : Uncalled for.,0
1880,,1,"Can not register : As a foreigner student in Singapore. When I was trying to either sign up on this app or go to the official bank. It just can not be done. App keep showing “we are having trouble connecting”. And the bank service is just like they don want to provide any help. Literally don wanna provide any help, just said that u can do it from online and that is it. Wtf?",0
1881,,1,ANTI SCAM QUIZ : why do i need to answer the anti scam quiz EVERY GODDAMN TIME I LOG IN???,0
1882,,1,"shouldn’t bundle token and mobile app together : stupid app, no QR code scanning for PayNow

i need to login into internet banking, but the token on mobile app not working due to maintenance? ridiculous. token should work offline.",0
1883,,3,"Bug Fix & Feature Request : There seems to be an issue where I’d have to manually turn on and save the glance at Apple Watch feature in the app after doing so less than an hour ago. How do I get this fixed or is it a bug that everyone is facing? On that note, would love to see us being able to perform transactions on the Apple Watch without the iPhone like perhaps a QR Code generated on the Apple Watch for the other person to scan and we can choose which way the transfer goes. This would immediately boost the user experience for those with the cellular Apple Watch.",0
1884,,1,这个app也太差了吧 : 这几个月我都打不开app，根本没办法处理应用！,0
1885,,2,"PayNow issue : The latest update prevents user from keying in the full mobile number for PayNow, as the country code takes up a few of the limited spaces for the phone number. Can this be rectified please?!",0
1886,,1,"login 登录 : very slow login from NOV and DEC，2020，
从 2020年11月，和12月，很慢登录进去。",0
1887,,1,posb : 可以下载可是开不了,0
1888,,2,"App load very slow : Its keep load damn slow , cant even open the app on my phone and other phone can but only my phone problem. Maybe can fix it? Thanks",0
1889,,1,The new app update is hopeless. : The new update is damn slow and very inconvenient as the app always hangs and cannot finish the transaction. It’s been like this for a month and no fix has been made. Been thinking to switch bank if this issue is not fix. Thank you.,0
1890,,1,Can’t open : Recently can’t use this app.cze can’t open,0
1891,,5,"Verification code ? : Went I Transfer money , the system shown me , because I login with biometric, need to login in verification code ! But I did not have this code , I call up DBS to ask to resolve the problem, the operator ask me to reinstall the app , I had reinstalled more than 3 times, problem still can’t resolve.",0
1892,,5,"Amount Auto Adjust : I am about to pay ny other credit card but as I entered the amount 349.47 it auto adjust to 349.46 (one cent less). Another instance, I select to pay Outstanding Balance and it adjusts again giving a remaining outstanding balance of one cent that prompted me to make additional payment. After updating the App, it works alright now.",0
1893,,1,Unable to do paynow with area code : POSB paynow transfer is having a bug. Users that have saved phone number with the area code in front are unable to click and do transfer! Please rectify immediately!,0
1894,,3,"Cannot use Touch ID : Before & after update on 23/9/2020, also cannot use touch id. Becoming unfriendly app.",0
1895,,1,Buggy app : How about fixing the damn app instead of pushing more and more features that are next to useless? DBS/POSB has been doing iBanking for so long and this is the kind of app users get?,0
